comparison_type	register	group1	group2	feature	jsd_contribution	welch_p	welch_p_fdr
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	SYM	0.0001322790160076101	2.6822612675601504e-23	4.9444093245385906e-23
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	VERB	0.0001385115306929874	1.4378266941208337e-35	3.0135271808285963e-35
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	X	3.355849857067197e-06	0.9225019624481134	0.9225019624481134
same_register_agents	house_of_commons	gemma2_9b	human	ADJ	0.0016393825289212852	0.0	0.0
same_register_agents	house_of_commons	gemma2_9b	human	ADP	0.00024643321462276737	2.811701307204136e-188	1.593297407415677e-187
same_register_agents	house_of_commons	gemma2_9b	human	ADV	4.7159391254834046e-05	0.01094613081395126	0.01318707098058695
same_register_agents	house_of_commons	gemma2_9b	human	AUX	0.0034056633660942207	0.0	0.0
same_register_agents	house_of_commons	gemma2_9b	human	CCONJ	0.0002180637014690275	1.7544394439347537e-145	8.25936107452361e-145
same_register_agents	house_of_commons	gemma2_9b	human	DET	0.0003424877466157057	2.8464404160921183e-139	1.2808981872414534e-138
same_register_agents	house_of_commons	gemma2_9b	human	INTJ	2.9993423700087638e-05	0.3901931795358593	0.40890107170538675
same_register_agents	house_of_commons	gemma2_9b	human	NOUN	0.0013997300095010528	0.0	0.0
same_register_agents	house_of_commons	gemma2_9b	human	NUM	0.00225865587372871	1.176597838236861e-155	6.0006489750079915e-155
same_register_agents	house_of_commons	gemma2_9b	human	PART	7.309200270826143e-05	2.1936576105847118e-16	3.668083217699026e-16
same_register_agents	house_of_commons	gemma2_9b	human	PRON	0.0004601609629734651	7.06184150296538e-66	1.831291101616446e-65
same_register_agents	house_of_commons	gemma2_9b	human	PROPN	0.001028561826465703	8.069914155455125e-127	3.4780193402384056e-126
same_register_agents	house_of_commons	gemma2_9b	human	PUNCT	0.0003777021189116459	1.9685696823811313e-140	8.990780937442182e-140
same_register_agents	house_of_commons	gemma2_9b	human	SCONJ	0.0005617881539349417	1.577872546492918e-195	9.656579984536658e-195
same_register_agents	house_of_commons	gemma2_9b	human	SYM	0.0002578724209497598	6.351120066931734e-87	1.9434427404811106e-86
same_register_agents	house_of_commons	gemma2_9b	human	VERB	0.0008172895766537652	6.044968907327131e-251	4.3017685712607027e-250
same_register_agents	house_of_commons	gemma2_9b	human	X	1.3419176262134324e-06	0.5044750406576124	0.5215181163555047
same_register_agents	house_of_commons	gpt-4o-mini	human	ADJ	0.00031901783607677335	4.873494914281593e-99	1.6035370363120083e-98
same_register_agents	house_of_commons	gpt-4o-mini	human	ADP	2.0852406101428333e-05	5.920331179107366e-60	1.4609849522635919e-59
same_register_agents	house_of_commons	gpt-4o-mini	human	ADV	5.398497387999312e-05	0.2547900717934139	0.2716577072083089
same_register_agents	house_of_commons	gpt-4o-mini	human	AUX	0.0015872280834122246	6.329828579890181e-69	1.6842848221273003e-68
same_register_agents	house_of_commons	gpt-4o-mini	human	CCONJ	3.06233944372793e-05	1.8623915807539658e-37	3.9302884393842314e-37
same_register_agents	house_of_commons	gpt-4o-mini	human	DET	0.00014848574752795779	8.224453193450189e-30	1.58281929383381e-29
same_register_agents	house_of_commons	gpt-4o-mini	human	INTJ	6.225345509297383e-05	0.5179072920048535	0.533601452368637
same_register_agents	house_of_commons	gpt-4o-mini	human	NOUN	0.0014749196182833393	2.6797336259720026e-85	8.039200877916008e-85
same_register_agents	house_of_commons	gpt-4o-mini	human	NUM	0.0011593531599683876	2.127137499344674e-105	7.313528930331126e-105
same_register_agents	house_of_commons	gpt-4o-mini	human	PART	2.824383933342509e-05	0.4390365123354252	0.45540736533776305
same_register_agents	house_of_commons	gpt-4o-mini	human	PRON	3.120055832086144e-06	2.0306117929394773e-33	4.1150146267515235e-33
same_register_agents	house_of_commons	gpt-4o-mini	human	PROPN	0.0016745844008160303	2.0210217815926295e-162	1.0849695880128853e-161
same_register_agents	house_of_commons	gpt-4o-mini	human	PUNCT	4.680815572975089e-05	3.9617706501338096e-28	7.483344561363862e-28
same_register_agents	house_of_commons	gpt-4o-mini	human	SCONJ	0.00039776033898221473	1.8329686152731802e-118	7.38011047728412e-118
same_register_agents	house_of_commons	gpt-4o-mini	human	SYM	2.235060043483575e-05	9.162882221941475e-18	1.5663921563765873e-17
same_register_agents	house_of_commons	gpt-4o-mini	human	VERB	0.00028316461611531743	1.2682640337171593e-77	3.661215040730668e-77
same_register_agents	house_of_commons	gpt-4o-mini	human	X	4.713945939932368e-07	0.6171742941653036	0.6295177800486097
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	ADJ	0.00020209104367699838	6.423364418109591e-151	3.1199198602246584e-150
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	ADP	5.668913457770484e-05	8.744093263468054e-47	1.9530602471687772e-46
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	ADV	7.585673897429453e-05	1.1676975313635961e-40	2.5341520893422725e-40
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	AUX	7.974920361617909e-05	1.3653516470268917e-49	3.11789256709126e-49
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	CCONJ	3.718240053075469e-05	4.4845720250910523e-51	1.0555992612906631e-50
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	DET	0.00012969610438476808	2.7027578852458432e-86	8.18855359292305e-86
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	INTJ	3.5715880748086895e-05	3.738027342040674e-20	6.611770905574835e-20
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	NOUN	2.7033979368738977e-05	1.7118586810007165e-07	2.413957402701471e-07
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	NUM	8.859072426634996e-05	1.5080593444440617e-52	3.605204370311585e-52
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	PART	8.593479030867589e-06	8.198709789373942e-06	1.1300924304272191e-05
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	PRON	1.0875542628871449e-05	0.10323665989925529	0.11831617201937122
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	PROPN	2.292351582177315e-05	0.00019293222105842603	0.0002522959813840956
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	PUNCT	5.2015781008923206e-05	5.873803996630826e-41	1.2838457306921661e-40
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	SCONJ	4.798171676666761e-05	1.533909148267047e-50	3.529144356163281e-50
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	SYM	4.048796385395243e-05	2.8771090715838684e-26	5.335729550937357e-26
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	VERB	2.076503902101955e-05	4.445959034461568e-17	7.516372732294142e-17
same_register_agents	student_essays	gemma2_9b	gpt-4o-mini	X	0.0003725961669319014	0.000367052375100457	0.0004739157248132483
same_register_agents	student_essays	gemma2_9b	human	ADJ	0.0004070507681497946	1.471702211961729e-284	1.1851075706849712e-283
same_register_agents	student_essays	gemma2_9b	human	ADP	6.658318374111417e-05	9.509877246731117e-75	2.6454749431815654e-74
same_register_agents	student_essays	gemma2_9b	human	ADV	0.00020881175414865817	1.6278063277403752e-183	9.056522477973723e-183
same_register_agents	student_essays	gemma2_9b	human	AUX	0.0014249225319617606	0.0	0.0
same_register_agents	student_essays	gemma2_9b	human	CCONJ	5.0919807113481916e-05	3.010824766392918e-51	7.141956422606457e-51
same_register_agents	student_essays	gemma2_9b	human	DET	0.00043307919716532167	1.270974667148107e-309	1.111194994706631e-308
same_register_agents	student_essays	gemma2_9b	human	INTJ	0.00019700773608602418	5.744646487801086e-114	2.1179058135748582e-113
same_register_agents	student_essays	gemma2_9b	human	NOUN	5.288262343946149e-07	0.0036464035288427442	0.004499191450910806
same_register_agents	student_essays	gemma2_9b	human	NUM	0.0010445282424125621	0.0	0.0
same_register_agents	student_essays	gemma2_9b	human	PART	0.0006842028115065305	0.0	0.0
same_register_agents	student_essays	gemma2_9b	human	PRON	4.264729033078246e-05	8.95560391101495e-16	1.4499549189262299e-15
same_register_agents	student_essays	gemma2_9b	human	PROPN	0.00048536347771597024	3.3038744381686324e-107	1.1755646256739552e-106
same_register_agents	student_essays	gemma2_9b	human	PUNCT	0.003125437895811463	0.0	0.0
same_register_agents	student_essays	gemma2_9b	human	SCONJ	0.0009569342847607744	0.0	0.0
same_register_agents	student_essays	gemma2_9b	human	SYM	0.00016360345836937757	7.494850236253638e-122	3.0992218544508286e-121
same_register_agents	student_essays	gemma2_9b	human	VERB	1.0996961692377738e-05	3.725726470390617e-18	6.404900561458026e-18
same_register_agents	student_essays	gemma2_9b	human	X	2.1052109563134913e-05	0.16396291861464662	0.1824460112584795
same_register_agents	student_essays	gpt-4o-mini	human	ADJ	3.556664215363442e-05	1.1700030429964263e-43	2.5943545736007715e-43
same_register_agents	student_essays	gpt-4o-mini	human	ADP	3.977999622624916e-07	2.0833577364209064e-07	2.924346180480722e-07
same_register_agents	student_essays	gpt-4o-mini	human	ADV	3.298251475311793e-05	1.461394817198467e-114	5.589835175784136e-114
same_register_agents	student_essays	gpt-4o-mini	human	AUX	0.0008319728588155589	0.0	0.0
same_register_agents	student_essays	gpt-4o-mini	human	CCONJ	1.078079302492828e-06	0.0929574993710452	0.10693607070503695
same_register_agents	student_essays	gpt-4o-mini	human	DET	8.88720785544154e-05	1.0639342597946406e-131	4.650912621388e-131
same_register_agents	student_essays	gpt-4o-mini	human	INTJ	6.603810908908982e-05	1.9880484514042328e-88	6.271575527110261e-88
same_register_agents	student_essays	gpt-4o-mini	human	NOUN	3.5124648257705855e-05	0.00017286208120371847	0.00022702058733192212
same_register_agents	student_essays	gpt-4o-mini	human	NUM	0.0005370280423511033	0.0	0.0
same_register_agents	student_essays	gpt-4o-mini	human	PART	0.000539884896271956	0.0	0.0
same_register_agents	student_essays	gpt-4o-mini	human	PRON	1.0450992035242537e-05	1.5872715311683726e-15	2.5563425712501157e-15
same_register_agents	student_essays	gpt-4o-mini	human	PROPN	0.00029819999914019795	5.670667549178586e-97	1.8459832660091991e-96
same_register_agents	student_essays	gpt-4o-mini	human	PUNCT	0.002374017017562043	0.0	0.0
same_register_agents	student_essays	gpt-4o-mini	human	SCONJ	0.0005781950204747158	0.0	0.0
same_register_agents	student_essays	gpt-4o-mini	human	SYM	4.45120611537131e-05	5.660841119689984e-62	1.4198503136271598e-61
same_register_agents	student_essays	gpt-4o-mini	human	VERB	1.5393975926497757e-06	0.5694133988713583	0.5846996646128714
same_register_agents	student_essays	gpt-4o-mini	human	X	0.0002505216980590655	0.0014829548820138743	0.0018674246662396937
